ObsTime,StnPres,StnPresMax,StnPresMin,T Max,T Min,Temperature,RHMin,WS,WD,WSGust,WDGust,RH,Precp
2016/10/11,1008.3,1010.6,1006.4,28.7,23.8,25.5,75,0.5,25,7.1,20,88,2.5
2016/10/12,1011.2,1013.1,1009.1,25,23.2,24.2,82,0.4,335,5.5,96,90,7.5
2016/10/13,1011.5,1013,1010,27,23.7,25.3,68,1.4,53,8.8,107,79,0
2016/10/14,1010.8,1012.4,1009.5,27.1,24.5,26.2,74,1.3,53,7.7,6,79,0.5
2016/10/15,1008.9,1010.8,1006.9,31,25,27,68,1.9,53,9.9,25,87,8.5
2016/10/16,1007.7,1009.2,1005.7,33,26.1,29.2,53,2.6,75,12.1,47,71,0.5
2016/10/17,1008,1010,1005.7,31.9,26.4,28.4,60,2.9,51,11,27,76,0
2016/10/18,1008.4,1009.6,1007,33.3,26.8,28.8,52,2.2,76,10.4,100,73,0
2016/10/19,1006.4,1008.9,1004.1,31.9,27.2,29.1,57,2.8,77,13.2,93,71,0
2016/10/20,1002.1,1005.4,999.1,33.6,27.5,30.1,53,2.6,75,13.7,87,69,0
2016/10/21,1003.6,1006.4,999.9,34.5,28.7,30.8,52,0.8,77,11.5,57,67,0
2016/10/22,1005.8,1008,1003.9,32.8,27.7,29.2,59,0.7,5,6,335,77,0.5
2016/10/23,1006.9,1009.5,1004.6,32.4,25.9,28.3,58,1.4,78,8.2,277,75,0
2016/10/24,1009,1010.9,1006.7,30.8,25.7,27.3,59,2,77,8.8,78,73,0
2016/10/25,1009.5,1011.1,1007.8,32.9,25.8,28.6,51,0.6,340,6.6,335,71,0
2016/10/26,1011.9,1013.7,1010,33.9,26.9,28.8,52,0.7,8,5.5,341,75,0
2016/10/27,1012.2,1014.3,1010.6,32.1,25.3,27.9,58,0.7,326,6,309,78,0
2016/10/28,1011.7,1013.3,1009.8,31.5,25.1,27.9,63,1.3,57,10.4,31,79,0
2016/10/29,1016.4,1019.9,1012.4,27.7,22.7,24.7,71,2.6,78,11.5,104,80,0
2016/10/30,1018.8,1021.1,1016.8,24.7,22,23,62,2.5,78,11,87,73,0
2016/10/31,1016.9,1019.2,1014.3,27.2,22.5,24.1,61,2.5,56,11.5,76,71,0
2016/11/1,1018.7,1020.3,1017.2,24.1,20.9,22.4,60,2.5,62,11,64,72,2
2016/11/2,1018.7,1020.3,1017.1,21.9,19.6,20.9,59,2.4,74,9.9,86,67,0
2016/11/3,1016,1018.2,1013.4,22.9,20.2,21.4,60,2.1,81,9.3,72,68,0
2016/11/4,1011,1013.5,1008.9,24.5,21.1,22.2,71,1.5,77,8.8,110,80,0
2016/11/5,1009,1010.9,1007.2,29.7,20.4,24.3,43,0.5,79,5.5,319,73,0
2016/11/6,1011.4,1013.5,1009.2,30.8,20.3,25.3,38,1.1,61,8.2,90,67,0
2016/11/7,1013,1015.1,1010.3,31.3,23.6,26.2,39,1,70,7.1,62,64,0
2016/11/8,1015.4,1019.5,1012.2,27.1,19.5,22.6,66,0.9,5,10.4,20,80,1.5
2016/11/9,1018,1020.8,1015.9,20.9,18.4,19.8,66,1.6,73,9.3,22,74,0
2016/11/10,1016.3,1018.1,1014.5,20.9,18.4,19.6,77,0.9,78,6,81,86,6.5
2016/11/11,1015.7,1017.8,1012.9,23.5,19.1,21.7,54,2.2,69,11,68,65,0
2016/11/13,1013.2,1015.5,1009.4,32.6,20.7,25.5,39,0.5,42,5.5,69,74,0
2016/11/14,1011.7,1013.5,1009.3,31.1,22.4,25.3,55,0.5,24,5.5,350,80,0
2016/11/15,1013.7,1015.3,1011.2,28,22.4,24.6,62,2,49,9.9,63,77,0
2016/11/16,1014,1016,1011.1,27.1,21.8,24.3,62,2.8,75,11.5,38,72,0
2016/11/17,1012.6,1014.8,1010.9,29.9,22.7,26,52,1.5,51,8.2,39,68,0
2016/11/18,1010.8,1012.2,1008.2,29.7,22,25.6,50,0.4,81,3.5,85,69,1
2016/11/19,1010.6,1012.6,1009,31.2,21.2,25.6,45,0.4,349,4.9,29,72,0
2016/11/20,1011.6,1014.4,1009,29.8,22.1,25.2,52,1.2,76,8.2,81,74,6.5
2016/11/21,1011,1012.8,1008.8,24.7,21.2,23.1,71,0.5,13,6.6,39,83,13
2016/11/22,1012.1,1015.1,1009.2,26.1,21,23.2,73,1,68,8.8,70,85,25
2016/11/23,1015.7,1018.4,1013.1,21.3,19.1,20.4,80,1,79,7.1,90,88,41.5
2016/11/24,1017.3,1019.2,1015.7,21.7,18.2,19.4,65,2.4,76,9.9,28,78,0
2016/11/25,1014.1,1016.1,1012.2,24.3,19.2,21.7,66,3.1,71,12.1,47,80,0
2016/11/26,1011.8,1015,1009.5,29.7,18.3,22.9,51,1.6,76,9.9,337,79,1
2016/11/27,1015.5,1018.2,1013.1,20.2,18.2,19.1,69,1.1,81,7.1,65,84,9.5
2016/11/28,1019.6,1021.6,1017,21.7,18.8,19.9,51,2.8,67,11.5,50,59,0
2016/11/29,1019.8,1021.4,1018.1,23.9,19.3,21.3,53,2.7,79,13.2,65,64,0
2016/11/30,1017.6,1019.2,1015.3,25.5,20.8,23,62,1.7,65,8.2,33,74,0
2016/12/1,1020,1021.7,1017.3,22.7,19.1,20.3,73,1,77,7.1,20,81,1.5
2016/12/2,1020.5,1022.3,1018.8,21.5,19.1,20,69,2.1,74,9.9,89,78,0
2016/12/3,1017.1,1019.7,1014.2,24.5,19.2,22.1,73,2,54,9.9,108,83,0
2016/12/4,1013.9,1015.6,1012.1,26.9,21.5,23.3,63,0.6,77,6,327,82,0
2016/12/5,1015.1,1019.5,1012.2,24.2,20.8,22.6,69,1.2,80,7.7,79,76,0
2016/12/6,1019.4,1022.2,1017.2,21.2,19.3,20.1,53,2.1,73,9.9,37,61,0
2016/12/7,1015.8,1017.7,1013.4,21.2,19,20.1,63,2.5,68,9.9,71,67,0
2016/12/8,1012.3,1014.9,1009.8,22.1,19.2,20.7,65,1.6,77,8.8,82,76,0
2016/12/9,1012.6,1013.9,1011,22.7,20.4,21.4,60,1.9,77,12.1,43,72,0
2016/12/10,1013.7,1015.5,1012,23.6,19.3,21.3,65,2.5,77,11.5,32,75,2.5
2016/12/11,1014,1016.7,1011.5,21.9,18.8,20.3,70,1.7,78,9.9,77,78,1
2016/12/12,1012.2,1013.8,1010.5,26.6,18.8,21.6,52,0.7,17,6.6,293,76,0
2016/12/13,1012.2,1015,1009.3,24.2,17.8,20.3,61,0.6,319,6,327,77,0
2016/12/14,1017,1019.8,1014.5,20.5,16.7,18.6,64,1,67,7.1,349,70,0
2016/12/15,1021.7,1024.4,1018.9,17.1,12.8,15,54,1.2,33,7.1,351,65,0.5
2016/12/16,1023.9,1025.9,1022.5,16,14.1,14.9,47,2.2,33,10.4,42,53,0
2016/12/17,1020.4,1023.1,1017.8,22.2,14.2,18.4,48,1.7,77,9.3,94,57,0
2016/12/18,1017.6,1020,1015.5,27.3,17,21.6,36,0.7,50,5.5,347,59,0
2016/12/19,1014.7,1017,1011.7,28.2,16.8,22.1,45,0.7,52,6.6,86,69,0
2016/12/20,1013.4,1015.7,1011.2,29,20.3,24.6,56,1.8,74,10.4,88,73,0
2016/12/21,1012.5,1014.6,1009.9,31,22.2,25.4,48,1,74,7.1,67,72,0
2016/12/22,1014.8,1017.6,1012.7,23.7,18.5,21.2,67,1.2,78,9.9,57,81,5.5
2016/12/23,1018.8,1020.9,1017.2,20.9,17.3,18.6,49,3.3,70,12.6,70,59,0
2016/12/24,1017.2,1019.8,1014.3,21.8,17.2,19.5,51,3.2,56,13.2,91,59,0
2016/12/25,1014.4,1017.3,1011.3,27.6,20.1,23.1,43,2.1,70,9.3,83,62,0
2016/12/26,1012.3,1013.8,1009.5,27.4,19.3,22.6,52,0.8,9,6.6,86,74,0
2016/12/27,1019.1,1022.6,1012.9,21.5,12.9,16.2,63,1.7,4,10.4,333,75,0
2016/12/28,1020.1,1022.1,1017.8,16.4,12.9,15.1,62,1.8,73,8.8,73,74,1
2016/12/29,1022.7,1024.7,1020.8,16.9,15.1,16,55,2.2,52,10.4,64,66,0
2016/12/30,1021.1,1022.9,1019,20.2,15.9,18.2,53,2.7,75,11.5,83,65,0
2016/12/31,1019.3,1021.1,1016.7,24.6,18,20.8,61,2.4,56,11.5,31,74,0
2017/1/1,1017,1019.9,1014.3,27.7,20.2,22.8,46,1.9,54,8.8,85,64,0
2017/1/2,1016.3,1018.7,1014.4,26,18.1,21.4,52,0.7,50,6.6,342,76,0
2017/1/3,1016.6,1018.7,1015,23.2,20,21.3,72,1.8,76,8.2,81,82,0
2017/1/4,1013.9,1016.2,1010.6,27.1,20.2,23.6,53,2.2,56,9.9,12,71,0
2017/1/5,1012.7,1014.6,1010.4,25.3,19.6,22,62,0.4,7,4.9,70,78,0
2017/1/6,1011.9,1014.2,1009,27.1,19.2,22.1,54,0.7,34,7.1,85,80,0
2017/1/7,1009.7,1011.5,1006.8,26.4,20.8,22.4,62,0.6,253,6,337,82,0
2017/1/8,1010.8,1013.2,1007.7,22.7,17.6,20.4,70,1,75,7.1,69,81,0
2017/1/9,1015,1017.1,1011.8,19.2,16.7,17.8,62,2.5,77,9.3,71,68,0
2017/1/10,1016.3,1018.6,1012.9,21,16,18.7,55,2.1,49,9.9,89,63,0
2017/1/11,1015.6,1018.3,1012.8,21.9,17.6,19.7,64,2.6,78,11,47,72,0
2017/1/12,1012.1,1014.9,1009.5,23.1,18.6,20.4,70,1,73,7.1,109,80,0
2017/1/13,1013.7,1015.7,1011.5,19,14.2,15.6,76,1,76,6.6,63,90,12
2017/1/14,1017.1,1019,1014.9,15.8,12.5,14.1,64,2.2,78,8.8,31,81,7.5
2017/1/15,1018.6,1020.6,1017.1,15.2,13.5,14.3,70,2.1,79,8.2,90,80,0.5
2017/1/16,1018.9,1020.5,1017.1,16.5,13.7,15.3,69,1.9,77,8.8,29,77,0.5
2017/1/17,1017.9,1020.3,1015.3,22.6,16,19.3,57,1.6,50,10.4,61,69,0
2017/1/18,1018.1,1020.3,1015.9,23.5,18.3,19.8,65,0.5,313,7.1,330,83,0
2017/1/19,1017.5,1019.9,1014.6,21.1,16.6,18.5,74,0.8,316,6,319,87,0
2017/1/20,1022.2,1024.7,1018.1,16.9,12.1,13.6,56,2.1,11,9.9,81,74,3
2017/1/21,1023.1,1024.8,1020.8,15.8,12.3,14.1,57,1.2,51,8.8,35,67,0
2017/1/22,1024.8,1026.7,1023.2,17.7,13.5,14.9,42,2.1,60,11.5,92,55,0
2017/1/23,1024.9,1026.4,1023.6,15.8,13.6,14.7,53,2.7,72,11,120,58,0
2017/1/24,1024.7,1026.5,1022.9,16.5,13.9,14.8,61,2.3,72,11,97,71,0
2017/1/25,1023.6,1025.9,1021.7,17.7,13.7,15.6,67,1.5,76,7.7,36,73,0
2017/1/26,1021.6,1024.5,1018.3,19,14.2,16.5,48,1.6,74,11,35,63,0
2017/1/27,1019.4,1021.1,1017.5,23.9,14.7,18.4,46,1,14,6.6,348,69,0
2017/1/28,1015.2,1018.4,1012.6,25,16.6,20.2,55,0.5,4,6,320,76,0
2017/1/29,1013.9,1016,1012,25.5,17.2,20.7,59,0.3,11,4.9,1,77,0
2017/1/30,1017.8,1021.5,1013.8,20.8,14.7,18,67,2,61,11,90,77,0
2017/1/31,1018.4,1020.8,1015.7,18.7,14.4,16.3,68,3,79,12.6,74,78,0
2017/2/1,1020.1,1023.2,1017.2,18.9,15.4,17.5,68,2.4,73,9.3,51,73,0
2017/2/2,1021.5,1023.8,1019.4,16.9,14.9,15.8,65,2.6,73,11,49,71,0
2017/2/3,1015.9,1019.5,1012.6,24.3,15.9,19.9,52,2,64,9.9,35,68,0
2017/2/4,1012,1015,1008.9,24.5,17.5,19.4,56,0.4,7,4.9,321,80,0
2017/2/5,1011.6,1014,1009.4,22.3,16.9,19,63,1.4,11,10.4,33,78,0
2017/2/6,1014.9,1017,1012.2,19.5,16.5,17.8,49,3.4,54,12.6,45,61,0
2017/2/7,1014.8,1017.1,1012.7,20.1,16.5,17.9,49,3.3,57,13.2,48,59,0
2017/2/8,1012.5,1015.5,1011,21.9,14.4,17.5,58,1.1,313,7.7,96,77,0
2017/2/9,1018.2,1020.9,1015.3,14.7,9.8,11,53,1.7,4,9.3,31,68,1
2017/2/10,1021,1023.2,1017.8,13.3,9.8,11.4,43,2,50,9.3,45,50,0
2017/2/11,1024,1025.9,1022.5,14.7,11.4,12.3,40,2.3,59,9.3,93,49,0
2017/2/12,1023.7,1025,1022.1,15.9,11.8,14.3,52,1.7,78,9.9,85,57,0
2017/2/13,1024.8,1026.9,1023.3,19.8,14,16.3,46,2,75,12.6,57,59,0
2017/2/14,1026.2,1028.1,1024.7,19.9,14.9,16.9,39,2.5,66,11.5,90,51,0
2017/2/15,1021.9,1025.5,1019.2,25.3,16,19.8,33,0.8,48,7.1,101,53,0
2017/2/16,1017.7,1019.7,1015.5,24.6,14.4,19.2,28,0.4,245,6,334,57,0
2017/2/17,1017.6,1019.7,1015.6,26.9,15,20.1,36,0.7,21,7.1,5,63,0
2017/2/18,1019.3,1020.9,1017.2,23.5,17.8,19.6,60,1.5,65,11,53,74,0
2017/2/19,1014,1020,1010.1,27.7,17.6,21.2,36,1.2,76,8.2,68,63,0
2017/2/20,1012.3,1016.7,1010,26.6,17.1,20.1,49,0.6,1,9.9,335,75,2.5
2017/2/21,1016,1020,1012.4,23.3,16.7,19.9,67,2.6,52,12.1,31,76,0
2017/2/22,1012.1,1015.3,1009.4,22.9,15.1,19.3,67,0.5,36,6.6,330,88,18.5
2017/2/23,1016.1,1020.5,1012.2,19,11.9,15.7,71,1.4,78,9.9,74,82,0.5
2017/2/24,1019.4,1021.2,1017.6,14.2,11.2,12.7,82,0.7,3,9.3,27,89,40
2017/2/25,1016.8,1019.5,1014.6,14.8,13.1,13.9,91,0.3,347,5.5,1,94,31
2017/2/26,1018.9,1021.4,1015.1,14.6,11.5,13.1,67,1,20,8.8,2,85,12.5
2017/2/27,1019.9,1021.4,1018.6,16.5,13.9,15.3,58,1.4,76,7.7,62,66,0
2017/2/28,1017.4,1019.9,1015.1,16.3,13.9,14.8,64,1.4,78,8.8,62,80,0
2017/3/1,1015.2,1017.1,1012.8,19.4,14.1,16.4,21,0.3,1,4.9,85,71,1.5
2017/3/2,1017.3,1018.8,1015,16.5,12.6,14.6,45,2,63,9.3,33,59,0
2017/3/3,1013.9,1017.5,1011.6,20.9,12.9,16.9,46,1.7,51,8.8,91,59,0
2017/3/4,1011.2,1013.2,1009.4,21.9,15.5,18.2,58,0.5,51,4.1,52,76,0.5
2017/3/5,1008.6,1011,1006.5,25.7,16,20.4,55,0.4,28,6,340,76,0
2017/3/6,1012.1,1015,1006.6,20.6,14.4,15.6,66,1.4,2,8.2,295,81,16.5
2017/3/7,1014.9,1016.6,1013.2,16.1,12,14.2,54,1.6,78,8.2,45,69,7.5
2017/3/8,1015.5,1016.7,1013.7,15.3,12.7,14.3,67,0.5,78,6.6,84,79,1.5
2017/3/9,1013.9,1015.6,1012,17.6,14.4,16.1,65,1.9,65,8.2,28,75,0.5
2017/3/10,1010.3,1013.1,1006.8,18.5,16.5,17.5,80,0.7,78,6.6,41,92,32.5
2017/3/11,1011.9,1013.7,1010,24.5,16.2,20.1,62,1.6,53,7.7,92,81,2.5
2017/3/12,1009.9,1012.2,1006.8,27.2,18.4,21.3,56,0.7,9,7.1,328,82,0
2017/3/13,1009.2,1013.1,1006.5,21.3,14.2,18,85,0.8,346,8.8,335,92,6
2017/3/14,1016.7,1019.3,1012.6,15,12.4,13.9,60,1.4,56,7.7,317,76,6
2017/3/15,1016.5,1019.5,1012.9,17.9,14.6,16.2,53,2.3,61,9.9,43,62,0
2017/3/16,1014.1,1016.6,1012.2,18,14.4,16.1,66,0.4,10,6,76,89,21
2017/3/17,1015.2,1017.1,1013.1,21.2,15.2,18.3,73,1.2,74,9.9,63,86,2
2017/3/18,1015.5,1017.3,1013.1,25.6,16.7,19.3,64,0.6,15,7.1,288,87,1
2017/3/19,1015.4,1017.6,1013.2,22.1,17.2,19.6,77,0.6,84,6,83,89,3.5
2017/3/20,1011.5,1014,1009.2,25,17.5,21.7,71,0.4,35,6.6,310,85,0
2017/3/21,1014.3,1016.4,1011.2,21.6,16.7,19.1,70,2.1,67,10.4,74,80,0
2017/3/22,1011,1014.9,1006.7,27,16.2,20.9,51,1.8,78,8.8,67,75,1.5
2017/3/23,1013.2,1015.6,1010.6,21.6,15.9,18.6,68,1.3,17,7.7,32,82,4.5
2017/3/24,1012.7,1015.6,1007.8,25.7,16.8,21.2,51,1.6,63,8.2,87,67,0
2017/3/25,1015.4,1019,1011,21,13.2,16.1,76,0.9,16,7.1,3,89,21.5
2017/3/26,1019.8,1022.1,1016.4,16.3,11.7,14.7,64,0.3,75,4.1,47,79,12.5
2017/3/27,1019.7,1022,1017.3,24.4,13.3,19.1,34,2.1,56,10.4,43,51,0
2017/3/28,1016.1,1018.9,1012.1,27.7,17.1,22.1,33,0.9,66,7.1,330,53,0
2017/3/29,1016.4,1018.3,1013.5,26.4,17,21.5,48,0.7,1,7.7,341,67,0
2017/3/30,1013.9,1016.6,1011.2,28,18.3,22.4,47,0.7,323,6.6,257,74,0
2017/3/31,1012.5,1018.8,1007.6,26.7,12.3,18.6,60,0.8,1,10.4,344,83,23.5
2017/4/1,1017.9,1019.2,1016.4,19.5,12.4,15.4,40,1,75,6.6,360,67,12.5
2017/4/2,1019.3,1021.4,1016.8,22.7,11.1,17.3,21,1.6,76,9.3,90,43,0
2017/4/3,1018,1020.3,1015.4,25.2,14.3,19.9,24,1.8,68,10.4,83,45,0
2017/4/4,1015,1017.5,1012,27.5,17.6,22.2,32,0.8,71,6.6,85,51,0
2017/4/5,1012.1,1015.3,1008.9,28.6,18,23.3,35,0.6,5,6,53,58,0
2017/4/6,1010,1012,1008.7,27.1,20.7,23.7,50,0.4,50,4.9,342,67,0
2017/4/7,1009.3,1011.6,1006.7,28.5,21.7,24.3,56,0.5,30,4.9,9,77,0
2017/4/8,1008.9,1011.6,1006.3,30.6,21.2,25.4,50,0.7,15,6.6,44,76,0
2017/4/9,1004.8,1008.5,1001.8,31.4,23.3,26.8,50,0.6,72,6.6,54,75,0
2017/4/10,1001.2,1003.9,998.5,34.1,24.3,28.7,37,1.6,77,12.1,243,61,0
2017/4/11,1005.8,1010,1000.5,27.4,17.6,21.4,68,1.6,75,10.4,96,81,23
2017/4/12,1012.2,1015.1,1008.9,19.3,17.3,18.3,66,2,72,9.3,81,80,13.5
2017/4/13,1013.9,1015.1,1012.4,22.6,17.3,19.6,54,1.9,77,11,78,70,4
2017/4/14,1011.3,1013.2,1009.5,25.2,18.6,21.9,66,0.2,68,3,51,82,0
2017/4/15,1010.3,1012.4,1008.9,29.4,20,24.4,64,0.4,23,4.9,55,81,0
2017/4/16,1009.9,1012.2,1008.5,32,23,26,49,0.4,29,6.6,312,77,0
2017/4/17,1005.4,1009,1001.9,32,23.6,27.3,49,0.9,249,9.9,285,73,0
2017/4/18,1003.8,1006.3,1001.8,28.1,25.5,26.7,74,1,256,7.7,282,82,0
2017/4/19,1006.7,1009.9,1004.5,30.6,24.2,26,67,0.9,1,6,78,84,1.5
2017/4/20,1006,1008.5,1003.3,29.3,23.6,26.4,60,0.5,205,8.2,248,75,0.5
2017/4/21,1005.4,1010,1002.3,31.1,18.7,25,53,1.1,322,9.9,291,79,23.5
2017/4/22,1010.6,1013.1,1007.7,19.5,16.7,17.9,70,1.1,74,7.7,53,82,9
2017/4/23,1011.8,1013.3,1010.6,22.3,17,20.2,34,1.9,76,11,66,55,0
2017/4/24,1011.2,1012.8,1009.9,24.4,19.9,22,62,0.6,46,5.5,101,75,0
2017/4/25,1009.4,1011.1,1007.8,28.4,20.2,24,58,0.2,36,3.5,59,78,0
2017/4/26,1007.7,1011.1,1005,29.9,20.3,24,63,0.7,32,8.8,49,83,1.5
2017/4/27,1011.4,1014.2,1008.4,20.8,15.7,18,60,1.6,74,8.8,42,82,13.5
2017/4/28,1011.4,1013.3,1008.8,23.5,16.3,19.7,31,1.6,72,8.8,84,52,0
2017/4/29,1010.3,1012.1,1008.2,27.5,15.6,21.6,24,1.1,73,8.8,99,47,0
2017/4/30,1009.6,1011.2,1008.1,28.7,18.4,23.7,35,0.6,73,6,31,56,0
2017/5/1,1009.7,1011.7,1007.8,30.6,19.9,25.4,27,0.7,78,6,331,59,0
2017/5/2,1009.2,1010.9,1007.8,29.7,23.2,25.8,51,0.4,341,5.5,323,68,0
2017/5/3,1009.2,1011.2,1007.5,32,24.1,26.3,54,1,73,9.9,84,74,0
2017/5/4,1008.6,1010.4,1006.9,31,23.7,27.2,60,0.8,15,6.6,328,73,0
2017/5/5,1010.5,1013.2,1008.5,30.3,25,27.5,63,0.7,72,6,340,75,0
2017/5/6,1012.8,1014.5,1011.2,28,22.9,25.2,68,1.4,77,7.7,76,78,0
2017/5/7,1012.2,1013.8,1009.9,27.1,22.8,24.3,62,2.6,69,12.6,99,73,0
2017/5/8,1008.2,1011.3,1005.3,31.4,23,27,55,0.5,23,6.6,322,69,0
2017/5/9,1008.5,1011.3,1005.5,27.8,23.9,25.9,69,0.6,78,6,323,79,0.5
2017/5/10,1010.6,1012.1,1008.6,33.6,23.9,28.6,46,1.2,49,8.2,90,68,0
2017/5/11,1010.4,1012.1,1008.8,33.7,25.9,28.7,50,0.7,30,6.6,338,69,0
2017/5/12,1006.8,1009.5,1004.4,31,24.8,27.6,58,0.7,78,6.6,210,74,45.5
2017/5/13,1006,1008.7,1003.7,27.5,24.3,25.7,71,0.9,29,7.1,333,85,9.5
2017/5/14,1007.5,1009.3,1005.3,31.6,23.9,26.8,54,1.1,79,6.6,41,73,0
2017/5/15,1006.6,1008.2,1004.2,32.6,21.5,26.2,50,0.9,3,8.8,338,77,51.5
2017/5/16,1005.8,1007.3,1004.7,22.4,20.3,21.3,84,0.3,77,4.1,83,93,57.5
2017/5/17,1007,1009.7,1004.4,28.3,20.4,23.7,54,1.7,47,8.2,60,76,3
2017/5/18,1009.4,1011,1008,29.4,23.2,26.1,53,2.7,54,11.5,30,66,0
2017/5/19,1008.8,1010.3,1006.9,28.5,22.2,25.2,58,1.8,67,8.2,81,72,3
2017/5/20,1005.6,1008.2,1004,30.2,22.6,25.7,54,1.7,75,7.7,63,69,1.5
2017/5/21,1004.8,1006.5,1003.3,28.5,23.8,25.9,67,2.5,78,9.9,86,76,0
2017/5/22,1005.1,1006.4,1003.7,30.7,24.6,27.1,61,1.6,78,8.8,82,73,0
2017/5/23,1004.4,1006.2,1002.5,31.3,25.1,28,62,0.7,329,7.1,227,73,0
2017/5/24,1003.1,1006.8,1001,32,22.8,27.2,59,1,80,9.3,297,78,19.5
2017/5/25,1006.2,1008.6,1003.3,24.6,20.9,23,74,0.7,71,4.9,74,84,4.5
2017/5/26,1007.5,1009.6,1005.9,26.1,21.9,24,57,1.6,79,8.8,36,69,0
2017/5/27,1007.6,1009.2,1005.1,26.3,19.4,23.1,56,2.6,47,9.9,39,74,10.5
2017/5/28,1006.7,1007.9,1005.5,26.6,21.3,24.1,69,3,56,11,29,78,0
2017/5/29,1006.7,1008.6,1004,30.7,22.6,26.6,59,2.6,75,10.4,53,75,0
2017/5/30,1005.7,1007.5,1003.8,31.2,25.5,27.5,57,0.7,40,4.9,12,76,0
2017/5/31,1001.6,1004,998.2,33.3,24.5,28.7,48,1.2,244,11.5,261,74,0
2017/6/1,998.4,1000.8,995.5,33.7,27.1,30.4,47,1.6,259,12.6,259,64,0
2017/6/2,998.7,1002.5,994.7,30.4,23.2,26.5,65,1.3,255,12.6,261,87,148
2017/6/3,1001.3,1002.9,999.8,26.6,23.4,25,87,0.5,16,4.9,59,95,171.5
2017/6/4,1002.8,1005.9,999.4,28.4,23.2,25.8,83,0.6,78,5.5,341,94,22
2017/6/5,1005.5,1007.7,1003.8,31.4,24.5,27.9,69,0.6,69,6.6,342,84,0
2017/6/6,1006.9,1008.2,1005.4,33.9,26.4,29.6,58,0.7,76,6.6,338,78,0
2017/6/7,1007.2,1009.1,1004.9,35.2,26.7,30.4,46,0.9,79,7.1,230,72,0
2017/6/8,1007.6,1009,1004.9,33.6,26.6,30,52,1,75,6.6,340,74,0
2017/6/9,1006.8,1008,1005.1,33.3,27.1,30,57,1.1,77,7.7,333,73,0
2017/6/10,1005.5,1007.1,1003,34.2,26.5,30.3,52,1,73,7.7,267,73,0
2017/6/11,1004.7,1006.6,1003.2,34.5,27.2,29.7,58,0.9,72,8.2,342,77,1
2017/6/12,1005.7,1007.9,1002.9,34,23.9,28.4,60,0.9,11,7.1,322,80,24
2017/6/13,1005.5,1007.6,1003.6,34.5,24.1,28.4,55,0.9,79,10.4,190,79,49.5
2017/6/14,1004.8,1007.5,1001,27.9,22.4,25.6,81,1,333,10.4,275,90,81
2017/6/15,1006.1,1007.6,1004.7,23.8,22.2,23,93,0.7,79,6,60,95,50
2017/6/16,1003,1005.3,1000.5,27.6,21.5,24.5,79,0.5,79,8.2,322,95,38.5
2017/6/17,1002.3,1005.8,999.8,26.3,22.4,24.1,87,0.6,78,7.7,243,97,63.5
2017/6/18,1003.6,1005.2,1001.9,27.1,23.1,24.6,85,0.4,51,6,63,92,21.5
2017/6/19,1003,1004.4,1001,31.3,23.8,27.1,60,0.4,41,7.7,276,83,1
2017/6/20,1001.3,1003.2,999.4,34.2,25.4,29.5,43,0.5,263,8.2,256,65,0
2017/6/21,1003.1,1006,1001.4,33.7,27,29.9,50,0.8,75,9.3,271,69,0
2017/6/22,1005.1,1006.9,1003.6,34.5,26.1,30.6,50,0.9,71,7.7,341,68,0
2017/6/23,1004.5,1006.4,1002.6,34.7,27,30.5,52,1.1,64,9.3,247,70,0
2017/6/24,1002.3,1004.1,1000.4,34.2,27.4,30.9,50,1.2,262,9.3,240,66,0
2017/6/25,1002.1,1004.1,1000.9,33.9,28.6,31.2,53,1.3,255,11,264,62,0
2017/6/26,1004,1007,1002.1,35.5,27.5,31.5,47,1.1,261,8.8,259,63,0
2017/6/27,1006.3,1008.7,1005.1,34.4,27.8,30.4,49,1.1,247,8.2,269,72,0
2017/6/28,1007.3,1009.1,1005.7,34.2,27.2,30.6,56,0.7,1,6.6,66,70,0
2017/6/29,1006.7,1008.5,1004.8,33.8,27.4,30.1,60,0.6,15,6.6,330,70,0
2017/6/30,1006,1007.1,1004.4,34.8,27,29.5,49,0.7,78,6.6,326,74,1.5
2017/7/1,1005.4,1008.2,1003.5,35.1,26.1,29.1,45,0.7,68,7.1,341,77,15
2017/7/2,1005.2,1006.6,1003.2,33.7,26.1,29.8,54,1.1,328,8.2,48,71,0
2017/7/3,1004.8,1007,1003.5,34.8,26.5,30.1,50,0.7,271,8.2,182,69,0.5
2017/7/4,1007,1008.5,1005.2,34.1,27.3,29.5,51,0.9,61,7.7,343,73,2
2017/7/5,1008.2,1009.5,1006.6,35.8,26.4,30.5,46,0.7,20,7.1,53,67,0
2017/7/6,1007.3,1009.2,1004.4,35.3,28,30.6,46,0.8,73,6.6,84,69,0
2017/7/7,1008.4,1010.9,1006.5,33.6,25,28.8,56,0.8,68,7.7,335,75,17.5
2017/7/8,1008.6,1010.4,1006.3,34.3,25.5,28.8,45,0.8,75,5.5,20,75,2.5
2017/7/9,1007.4,1009.8,1005.4,34.3,26.3,29.7,49,0.8,71,8.8,325,73,0
2017/7/10,1005.8,1007.5,1004.3,34.7,27.2,30.4,55,0.7,73,6,256,73,0
2017/7/11,1007.8,1010.2,1005.9,35.5,27.6,29.4,53,0.5,6,12.1,256,77,15
2017/7/12,1008.6,1009.7,1007,34.4,26.7,30.2,56,0.7,333,6.6,1,75,0
2017/7/13,1006.3,1008,1004.2,35.2,27.5,30.9,50,0.7,322,6,63,68,0
