ObsTime,StnPres,StnPresMax,StnPresMin,T Max,T Min,Temperature,RHMin,Precp,WD,WSGust,WDGust,RH,WS
2017/2/28,1017.4,1019.9,1015.1,16.3,13.9,14.8,64,0,78,8.8,62,80,1.4
2017/3/1,1015.2,1017.1,1012.8,19.4,14.1,16.4,21,1.5,1,4.9,85,71,0.3
2017/3/2,1017.3,1018.8,1015,16.5,12.6,14.6,45,0,63,9.3,33,59,2
2017/3/3,1013.9,1017.5,1011.6,20.9,12.9,16.9,46,0,51,8.8,91,59,1.7
2017/3/4,1011.2,1013.2,1009.4,21.9,15.5,18.2,58,0.5,51,4.1,52,76,0.5
2017/3/5,1008.6,1011,1006.5,25.7,16,20.4,55,0,28,6,340,76,0.4
2017/3/6,1012.1,1015,1006.6,20.6,14.4,15.6,66,16.5,2,8.2,295,81,1.4
2017/3/7,1014.9,1016.6,1013.2,16.1,12,14.2,54,7.5,78,8.2,45,69,1.6
2017/3/8,1015.5,1016.7,1013.7,15.3,12.7,14.3,67,1.5,78,6.6,84,79,0.5
2017/3/9,1013.9,1015.6,1012,17.6,14.4,16.1,65,0.5,65,8.2,28,75,1.9
2017/3/10,1010.3,1013.1,1006.8,18.5,16.5,17.5,80,32.5,78,6.6,41,92,0.7
2017/3/11,1011.9,1013.7,1010,24.5,16.2,20.1,62,2.5,53,7.7,92,81,1.6
2017/3/12,1009.9,1012.2,1006.8,27.2,18.4,21.3,56,0,9,7.1,328,82,0.7
2017/3/13,1009.2,1013.1,1006.5,21.3,14.2,18,85,6,346,8.8,335,92,0.8
2017/3/14,1016.7,1019.3,1012.6,15,12.4,13.9,60,6,56,7.7,317,76,1.4
2017/3/15,1016.5,1019.5,1012.9,17.9,14.6,16.2,53,0,61,9.9,43,62,2.3
2017/3/16,1014.1,1016.6,1012.2,18,14.4,16.1,66,21,10,6,76,89,0.4
2017/3/17,1015.2,1017.1,1013.1,21.2,15.2,18.3,73,2,74,9.9,63,86,1.2
2017/3/18,1015.5,1017.3,1013.1,25.6,16.7,19.3,64,1,15,7.1,288,87,0.6
2017/3/19,1015.4,1017.6,1013.2,22.1,17.2,19.6,77,3.5,84,6,83,89,0.6
2017/3/20,1011.5,1014,1009.2,25,17.5,21.7,71,0,35,6.6,310,85,0.4
2017/3/21,1014.3,1016.4,1011.2,21.6,16.7,19.1,70,0,67,10.4,74,80,2.1
2017/3/22,1011,1014.9,1006.7,27,16.2,20.9,51,1.5,78,8.8,67,75,1.8
2017/3/23,1013.2,1015.6,1010.6,21.6,15.9,18.6,68,4.5,17,7.7,32,82,1.3
2017/3/24,1012.7,1015.6,1007.8,25.7,16.8,21.2,51,0,63,8.2,87,67,1.6
2017/3/25,1015.4,1019,1011,21,13.2,16.1,76,21.5,16,7.1,3,89,0.9
2017/3/26,1019.8,1022.1,1016.4,16.3,11.7,14.7,64,12.5,75,4.1,47,79,0.3
2017/3/27,1019.7,1022,1017.3,24.4,13.3,19.1,34,0,56,10.4,43,51,2.1
2017/3/28,1016.1,1018.9,1012.1,27.7,17.1,22.1,33,0,66,7.1,330,53,0.9
2017/3/29,1016.4,1018.3,1013.5,26.4,17,21.5,48,0,1,7.7,341,67,0.7
2017/3/30,1013.9,1016.6,1011.2,28,18.3,22.4,47,0,323,6.6,257,74,0.7
2017/3/31,1012.5,1018.8,1007.6,26.7,12.3,18.6,60,23.5,1,10.4,344,83,0.8
2017/4/1,1017.9,1019.2,1016.4,19.5,12.4,15.4,40,12.5,75,6.6,360,67,1
2017/4/2,1019.3,1021.4,1016.8,22.7,11.1,17.3,21,0,76,9.3,90,43,1.6
2017/4/3,1018,1020.3,1015.4,25.2,14.3,19.9,24,0,68,10.4,83,45,1.8
2017/4/4,1015,1017.5,1012,27.5,17.6,22.2,32,0,71,6.6,85,51,0.8
2017/4/5,1012.1,1015.3,1008.9,28.6,18,23.3,35,0,5,6,53,58,0.6
2017/4/6,1010,1012,1008.7,27.1,20.7,23.7,50,0,50,4.9,342,67,0.4
2017/4/7,1009.3,1011.6,1006.7,28.5,21.7,24.3,56,0,30,4.9,9,77,0.5
2017/4/8,1008.9,1011.6,1006.3,30.6,21.2,25.4,50,0,15,6.6,44,76,0.7
2017/4/9,1004.8,1008.5,1001.8,31.4,23.3,26.8,50,0,72,6.6,54,75,0.6
2017/4/10,1001.2,1003.9,998.5,34.1,24.3,28.7,37,0,77,12.1,243,61,1.6
2017/4/11,1005.8,1010,1000.5,27.4,17.6,21.4,68,23,75,10.4,96,81,1.6
2017/4/12,1012.2,1015.1,1008.9,19.3,17.3,18.3,66,13.5,72,9.3,81,80,2
2017/4/13,1013.9,1015.1,1012.4,22.6,17.3,19.6,54,4,77,11,78,70,1.9
2017/4/14,1011.3,1013.2,1009.5,25.2,18.6,21.9,66,0,68,3,51,82,0.2
2017/4/15,1010.3,1012.4,1008.9,29.4,20,24.4,64,0,23,4.9,55,81,0.4
2017/4/16,1009.9,1012.2,1008.5,32,23,26,49,0,29,6.6,312,77,0.4
2017/4/17,1005.4,1009,1001.9,32,23.6,27.3,49,0,249,9.9,285,73,0.9
2017/4/18,1003.8,1006.3,1001.8,28.1,25.5,26.7,74,0,256,7.7,282,82,1
2017/4/19,1006.7,1009.9,1004.5,30.6,24.2,26,67,1.5,1,6,78,84,0.9
2017/4/20,1006,1008.5,1003.3,29.3,23.6,26.4,60,0.5,205,8.2,248,75,0.5
2017/4/21,1005.4,1010,1002.3,31.1,18.7,25,53,23.5,322,9.9,291,79,1.1
2017/4/22,1010.6,1013.1,1007.7,19.5,16.7,17.9,70,9,74,7.7,53,82,1.1
2017/4/23,1011.8,1013.3,1010.6,22.3,17,20.2,34,0,76,11,66,55,1.9
2017/4/24,1011.2,1012.8,1009.9,24.4,19.9,22,62,0,46,5.5,101,75,0.6
2017/4/25,1009.4,1011.1,1007.8,28.4,20.2,24,58,0,36,3.5,59,78,0.2
2017/4/26,1007.7,1011.1,1005,29.9,20.3,24,63,1.5,32,8.8,49,83,0.7
2017/4/27,1011.4,1014.2,1008.4,20.8,15.7,18,60,13.5,74,8.8,42,82,1.6
2017/4/28,1011.4,1013.3,1008.8,23.5,16.3,19.7,31,0,72,8.8,84,52,1.6
2017/4/29,1010.3,1012.1,1008.2,27.5,15.6,21.6,24,0,73,8.8,99,47,1.1
2017/4/30,1009.6,1011.2,1008.1,28.7,18.4,23.7,35,0,73,6,31,56,0.6
2017/5/1,1009.7,1011.7,1007.8,30.6,19.9,25.4,27,0,78,6,331,59,0.7
2017/5/2,1009.2,1010.9,1007.8,29.7,23.2,25.8,51,0,341,5.5,323,68,0.4
2017/5/3,1009.2,1011.2,1007.5,32,24.1,26.3,54,0,73,9.9,84,74,1
2017/5/4,1008.6,1010.4,1006.9,31,23.7,27.2,60,0,15,6.6,328,73,0.8
2017/5/5,1010.5,1013.2,1008.5,30.3,25,27.5,63,0,72,6,340,75,0.7
2017/5/6,1012.8,1014.5,1011.2,28,22.9,25.2,68,0,77,7.7,76,78,1.4
2017/5/7,1012.2,1013.8,1009.9,27.1,22.8,24.3,62,0,69,12.6,99,73,2.6
2017/5/8,1008.2,1011.3,1005.3,31.4,23,27,55,0,23,6.6,322,69,0.5
2017/5/9,1008.5,1011.3,1005.5,27.8,23.9,25.9,69,0.5,78,6,323,79,0.6
2017/5/10,1010.6,1012.1,1008.6,33.6,23.9,28.6,46,0,49,8.2,90,68,1.2
2017/5/11,1010.4,1012.1,1008.8,33.7,25.9,28.7,50,0,30,6.6,338,69,0.7
2017/5/12,1006.8,1009.5,1004.4,31,24.8,27.6,58,45.5,78,6.6,210,74,0.7
2017/5/13,1006,1008.7,1003.7,27.5,24.3,25.7,71,9.5,29,7.1,333,85,0.9
2017/5/14,1007.5,1009.3,1005.3,31.6,23.9,26.8,54,0,79,6.6,41,73,1.1
2017/5/15,1006.6,1008.2,1004.2,32.6,21.5,26.2,50,51.5,3,8.8,338,77,0.9
2017/5/16,1005.8,1007.3,1004.7,22.4,20.3,21.3,84,57.5,77,4.1,83,93,0.3
2017/5/17,1007,1009.7,1004.4,28.3,20.4,23.7,54,3,47,8.2,60,76,1.7
2017/5/18,1009.4,1011,1008,29.4,23.2,26.1,53,0,54,11.5,30,66,2.7
2017/5/19,1008.8,1010.3,1006.9,28.5,22.2,25.2,58,3,67,8.2,81,72,1.8
2017/5/20,1005.6,1008.2,1004,30.2,22.6,25.7,54,1.5,75,7.7,63,69,1.7
2017/5/21,1004.8,1006.5,1003.3,28.5,23.8,25.9,67,0,78,9.9,86,76,2.5
2017/5/22,1005.1,1006.4,1003.7,30.7,24.6,27.1,61,0,78,8.8,82,73,1.6
2017/5/23,1004.4,1006.2,1002.5,31.3,25.1,28,62,0,329,7.1,227,73,0.7
2017/5/24,1003.1,1006.8,1001,32,22.8,27.2,59,19.5,80,9.3,297,78,1
2017/5/25,1006.2,1008.6,1003.3,24.6,20.9,23,74,4.5,71,4.9,74,84,0.7
2017/5/26,1007.5,1009.6,1005.9,26.1,21.9,24,57,0,79,8.8,36,69,1.6
2017/5/27,1007.6,1009.2,1005.1,26.3,19.4,23.1,56,10.5,47,9.9,39,74,2.6
2017/5/28,1006.7,1007.9,1005.5,26.6,21.3,24.1,69,0,56,11,29,78,3
2017/5/29,1006.7,1008.6,1004,30.7,22.6,26.6,59,0,75,10.4,53,75,2.6
2017/5/30,1005.7,1007.5,1003.8,31.2,25.5,27.5,57,0,40,4.9,12,76,0.7
2017/5/31,1001.6,1004,998.2,33.3,24.5,28.7,48,0,244,11.5,261,74,1.2
2017/6/1,998.4,1000.8,995.5,33.7,27.1,30.4,47,0,259,12.6,259,64,1.6
2017/6/2,998.7,1002.5,994.7,30.4,23.2,26.5,65,148,255,12.6,261,87,1.3
2017/6/3,1001.3,1002.9,999.8,26.6,23.4,25,87,171.5,16,4.9,59,95,0.5
2017/6/4,1002.8,1005.9,999.4,28.4,23.2,25.8,83,22,78,5.5,341,94,0.6
2017/6/5,1005.5,1007.7,1003.8,31.4,24.5,27.9,69,0,69,6.6,342,84,0.6
2017/6/6,1006.9,1008.2,1005.4,33.9,26.4,29.6,58,0,76,6.6,338,78,0.7
2017/6/7,1007.2,1009.1,1004.9,35.2,26.7,30.4,46,0,79,7.1,230,72,0.9
2017/6/8,1007.6,1009,1004.9,33.6,26.6,30,52,0,75,6.6,340,74,1
2017/6/9,1006.8,1008,1005.1,33.3,27.1,30,57,0,77,7.7,333,73,1.1
2017/6/10,1005.5,1007.1,1003,34.2,26.5,30.3,52,0,73,7.7,267,73,1
2017/6/11,1004.7,1006.6,1003.2,34.5,27.2,29.7,58,1,72,8.2,342,77,0.9
2017/6/12,1005.7,1007.9,1002.9,34,23.9,28.4,60,24,11,7.1,322,80,0.9
2017/6/13,1005.5,1007.6,1003.6,34.5,24.1,28.4,55,49.5,79,10.4,190,79,0.9
2017/6/14,1004.8,1007.5,1001,27.9,22.4,25.6,81,81,333,10.4,275,90,1
2017/6/15,1006.1,1007.6,1004.7,23.8,22.2,23,93,50,79,6,60,95,0.7
2017/6/16,1003,1005.3,1000.5,27.6,21.5,24.5,79,38.5,79,8.2,322,95,0.5
2017/6/17,1002.3,1005.8,999.8,26.3,22.4,24.1,87,63.5,78,7.7,243,97,0.6
2017/6/18,1003.6,1005.2,1001.9,27.1,23.1,24.6,85,21.5,51,6,63,92,0.4
2017/6/19,1003,1004.4,1001,31.3,23.8,27.1,60,1,41,7.7,276,83,0.4
2017/6/20,1001.3,1003.2,999.4,34.2,25.4,29.5,43,0,263,8.2,256,65,0.5
2017/6/21,1003.1,1006,1001.4,33.7,27,29.9,50,0,75,9.3,271,69,0.8
2017/6/22,1005.1,1006.9,1003.6,34.5,26.1,30.6,50,0,71,7.7,341,68,0.9
2017/6/23,1004.5,1006.4,1002.6,34.7,27,30.5,52,0,64,9.3,247,70,1.1
2017/6/24,1002.3,1004.1,1000.4,34.2,27.4,30.9,50,0,262,9.3,240,66,1.2
2017/6/25,1002.1,1004.1,1000.9,33.9,28.6,31.2,53,0,255,11,264,62,1.3
2017/6/26,1004,1007,1002.1,35.5,27.5,31.5,47,0,261,8.8,259,63,1.1
2017/6/27,1006.3,1008.7,1005.1,34.4,27.8,30.4,49,0,247,8.2,269,72,1.1
2017/6/28,1007.3,1009.1,1005.7,34.2,27.2,30.6,56,0,1,6.6,66,70,0.7
2017/6/29,1006.7,1008.5,1004.8,33.8,27.4,30.1,60,0,15,6.6,330,70,0.6
2017/6/30,1006,1007.1,1004.4,34.8,27,29.5,49,1.5,78,6.6,326,74,0.7
2017/7/1,1005.4,1008.2,1003.5,35.1,26.1,29.1,45,15,68,7.1,341,77,0.7
2017/7/2,1005.2,1006.6,1003.2,33.7,26.1,29.8,54,0,328,8.2,48,71,1.1
2017/7/3,1004.8,1007,1003.5,34.8,26.5,30.1,50,0.5,271,8.2,182,69,0.7
2017/7/4,1007,1008.5,1005.2,34.1,27.3,29.5,51,2,61,7.7,343,73,0.9
2017/7/5,1008.2,1009.5,1006.6,35.8,26.4,30.5,46,0,20,7.1,53,67,0.7
2017/7/6,1007.3,1009.2,1004.4,35.3,28,30.6,46,0,73,6.6,84,69,0.8
2017/7/7,1008.4,1010.9,1006.5,33.6,25,28.8,56,17.5,68,7.7,335,75,0.8
2017/7/8,1008.6,1010.4,1006.3,34.3,25.5,28.8,45,2.5,75,5.5,20,75,0.8
2017/7/9,1007.4,1009.8,1005.4,34.3,26.3,29.7,49,0,71,8.8,325,73,0.8
2017/7/10,1005.8,1007.5,1004.3,34.7,27.2,30.4,55,0,73,6,256,73,0.7
2017/7/11,1007.8,1010.2,1005.9,35.5,27.6,29.4,53,15,6,12.1,256,77,0.5
2017/7/12,1008.6,1009.7,1007,34.4,26.7,30.2,56,0,333,6.6,1,75,0.7
2017/7/13,1006.3,1008,1004.2,35.2,27.5,30.9,50,0,322,6,63,68,0.7
2017/7/14,1005.9,1007.3,1003.3,35.5,27.1,31,44,0,55,7.1,342,66,0.9
2017/7/15,1006.3,1007.7,1004.1,35.5,28.3,31.3,46,0,77,7.1,322,61,1.3
2017/7/16,1006.7,1008.2,1003.8,35.5,27.6,31.6,46,0,74,10.4,47,61,1.1
2017/7/17,1008.7,1010.7,1006.6,36.1,28.4,31,40,0,14,6.6,318,65,0.9
2017/7/18,1009.1,1010.9,1005.9,35.8,28,31.3,47,0,317,6.6,336,70,1.1
2017/7/19,1006.7,1009.6,1004.3,36.2,27.9,31.5,42,0,325,7.1,56,62,1
2017/7/20,1006.1,1007.6,1003.2,36.8,27.9,31.8,39,0,65,8.2,334,60,1.1
2017/7/21,1006.5,1008.2,1004.6,35.5,27.9,31.7,42,0,79,8.8,60,60,1.1
2017/7/22,1005.5,1007.5,1002.4,36.5,27.6,32.1,42,0,77,10.4,63,56,1.8
2017/7/23,1004.1,1005.5,1002.9,36.2,28.6,31.6,42,0,59,6.6,351,65,1.3
2017/7/24,1002.5,1004.1,999.4,35.2,28.4,31.4,57,0,352,7.7,56,72,1.1
2017/7/25,1001.9,1003,1000,35.8,28.9,31.5,46,0,8,8.8,4,66,0.7
2017/7/26,1001.5,1002.5,1000.4,35,28,30.4,51,0,34,7.7,274,72,1
2017/7/27,1001.5,1003.2,999.6,34.2,27.7,30.8,45,0,78,8.2,87,66,1.4
2017/7/28,1000.5,1002.1,999.2,35.9,27.9,31.2,45,8.5,74,12.1,36,71,2.5
2017/7/29,991.8,999.7,975.5,32.5,26.4,29.3,60,17.5,38,25.3,51,78,3.4
2017/7/30,989.4,993,979.9,36,28.5,31.5,45,0.5,75,13.7,61,64,2
2017/7/31,995.1,999.4,987.7,32.3,26.7,29.3,56,6.5,74,11,77,72,0.9
2017/8/1,1000.3,1002.2,997.9,33.6,26.6,30.5,54,0,73,4.9,16,65,0.6
2017/8/2,1000.6,1002.1,998.8,34.1,25.8,29.3,60,51.5,29,6.6,48,79,0.5
2017/8/3,999.4,1001,996.6,34.3,26.8,29.9,53,0,9,6,13,75,0.7
2017/8/4,1000.2,1001.6,998.7,35.7,27.2,30.9,52,0,73,7.1,337,72,0.7
2017/8/5,1001.1,1002.5,999.1,36.2,28.5,31.9,49,0,244,9.9,261,65,1.4
2017/8/6,1001.1,1002.6,999,37.1,28.7,32.4,43,0,238,9.3,219,62,1.1
2017/8/7,1001.9,1003.2,999.7,37.6,29.5,32.7,41,0,260,9.3,270,62,1.3
2017/8/8,1002,1003.3,1000.5,36.2,29.3,32.6,46,0,270,11,252,60,1.3
2017/8/9,1000.9,1002.1,998.8,36.1,29.8,32.8,43,0,255,11,263,56,1.7
2017/8/10,1001.5,1003.2,999.6,36.2,29.6,32.5,42,0,255,12.1,273,57,1.8
2017/8/11,1003.8,1005.5,1002.1,36.3,29.1,32.2,44,0,264,8.8,232,62,1.2
2017/8/12,1005.2,1006.6,1003.2,37,29.7,32.3,43,0,76,8.2,250,64,1
2017/8/13,1005,1006.2,1003.3,36.3,29,31.9,46,0,196,7.7,257,67,1.2
2017/8/14,1004.6,1006,1002.6,36.1,28.5,31.9,44,0,263,8.2,262,64,1.2
2017/8/15,1004.2,1005.8,1002.6,35.6,28.7,32,47,0,215,7.7,267,62,1.2
2017/8/16,1004.7,1006.5,1003,36.5,28.9,31.5,34,0,42,8.2,334,65,1.1
2017/8/17,1006.1,1008,1004.7,35.1,28.9,30.9,52,0,273,6,330,70,0.8
2017/8/18,1007.3,1008.4,1006,35.2,28.2,31.3,45,0,77,7.7,330,66,1.1
2017/8/19,1006.5,1008.2,1004.6,34.6,28.4,31.1,55,0,71,6.6,326,67,1.1
2017/8/20,1003.4,1005.8,1000.5,35.7,28.4,31.6,44,0,11,7.1,348,63,1.3
2017/8/21,999.7,1002.5,997.4,34.7,28.1,30.7,54,1,78,11,66,71,2.6
2017/8/22,998.1,1001.8,995,33.9,28.4,31.1,48,0.5,78,13.7,83,62,3
2017/8/23,1004.1,1008,1000.7,34.3,28.7,30.7,52,0,75,8.2,78,67,0.9
2017/8/24,1006.7,1008,1005.1,34.4,27.9,30.6,51,0,249,6.6,333,70,1
2017/8/25,1005,1007.3,1003,39.4,27.3,31.1,35,0,76,7.7,82,64,1.6
2017/8/26,1004.6,1006.4,1003.2,36.1,28.8,32,45,0,76,12.6,48,57,2.1
2017/8/27,1007.8,1010.6,1005.4,34.7,25.4,30.5,46,58.5,77,7.7,311,69,1.1
2017/8/28,1007.6,1010.4,1004.7,35.8,27,30.8,45,0,74,10.4,90,65,1.6
2017/8/29,1006,1007.4,1004.1,34.7,28.5,31.2,52,0,78,11,47,66,2.7
2017/8/30,1004.6,1006.2,1003,34.5,28.9,31,53,0,75,11,90,66,2.4
2017/8/31,1003.7,1004.8,1002,33.3,27.9,30,55,0.5,57,12.6,30,71,2.9
2017/9/1,1002.5,1004,1000.8,30.3,26.1,28.1,71,6.5,80,9.9,39,81,2.7
2017/9/3,1005.8,1008.8,1003.2,28.4,24.9,26,81,39.5,76,5.5,45,91,0.7
2017/9/4,1006.6,1008,1004.7,33,25,28.8,55,0.5,55,4.9,104,77,0.4
2017/9/5,1005.4,1007.5,1003,35.7,27.1,30.9,48,0,75,8.8,73,68,1.5
2017/9/6,1002.7,1004.8,999.8,36.4,28.4,32,48,0,74,9.3,84,65,1.5
2017/9/7,1005.1,1007.4,1003.3,34.2,29.4,31.1,56,0,77,6,244,70,1
2017/9/8,1006.8,1008.2,1005.2,34.4,27.4,30.2,56,4,58,7.1,84,75,0.8
2017/9/9,1006.8,1008.1,1005.5,32.5,27.7,29.7,62,0,29,6,344,75,0.5
2017/9/10,1007.5,1008.5,1006.4,32.9,27.3,29.9,60,0,4,7.1,346,73,0.7
2017/9/11,1006.2,1007.5,1004.3,34.9,26.6,30.3,48,0,343,6.6,32,66,0.7
2017/9/12,1006.6,1008.1,1005.2,34.2,27.1,30.4,52,0,78,13.2,99,66,2.2
2017/9/13,1007,1008.7,1005.5,28.6,26,27.1,70,24.5,12,9.9,349,81,1.3
2017/9/14,1004.7,1006.3,1003,29,23.9,26.7,60,4.5,266,9.3,343,73,1.2
2017/9/15,1004.3,1005.8,1002.7,32.4,27.4,29.6,45,0,256,9.3,242,57,1.4
2017/9/16,1004.8,1006.4,1002.7,32.1,26.5,29,40,0,251,7.1,42,60,1.2
2017/9/17,1006.3,1008.4,1004.2,32.1,24.9,27.5,43,0,78,8.2,82,62,1.2
2017/9/18,1007.4,1009.5,1005.4,30.4,23.5,26.8,46,0,58,9.9,58,60,2
2017/9/19,1006.9,1008.8,1004.4,33.9,24.8,29.2,44,0,75,6,323,62,0.8
2017/9/20,1005.9,1007.6,1004.2,34.1,26.4,29.9,35,0,6,6.6,16,66,0.7
2017/9/21,1005.2,1006.8,1003.2,33.8,27.9,30.1,42,0,1,6.6,337,67,0.7
2017/9/22,1007.2,1008.7,1005.5,33.7,27.4,30.1,56,0,76,8.2,98,72,1.3
2017/9/23,1007.7,1009.6,1005.7,35.6,28.8,31.4,44,0,74,6.6,97,63,1
2017/9/24,1007.7,1009.2,1005.3,34.6,28.3,30.5,54,0,333,6,28,68,0.8
2017/9/25,1007.9,1009.5,1005.8,33.5,27.2,30,53,0,269,6.6,321,69,0.9
2017/9/26,1006.8,1008.8,1004.9,35.3,27.8,31.1,42,0,79,6.6,38,64,0.9
2017/9/27,1005.4,1007.4,1003,36,27.9,31.4,36,0,3,7.1,235,61,0.9
2017/9/28,1006.8,1010.1,1005.1,33.1,28,29.9,56,0,315,7.7,284,69,1
2017/9/29,1010.2,1013,1007.4,30.9,26.9,28.6,63,0,62,11.5,86,74,2.7
2017/9/30,1010.7,1012.1,1008.8,33,27.1,29.6,51,0,79,11,84,63,2.9
2017/10/1,1008.6,1010.8,1006.3,34.5,27.9,30.6,43,0,80,7.1,332,61,1.1
2017/10/2,1007.9,1009.7,1005.5,34,27.6,30.2,48,0,342,6,36,69,0.8
2017/10/3,1010,1013.1,1008.1,34.2,27,29.5,52,0,50,10.4,106,71,1.8
2017/10/4,1012.6,1014.1,1011,29,24.5,26.6,68,6,70,9.9,72,78,2
2017/10/5,1010.8,1013,1008.6,30.9,25.4,27.6,60,0,60,11,88,73,2.8
2017/10/6,1010.4,1011.9,1008.6,30.8,26.7,28.1,65,0,50,11.5,107,79,2.5
2017/10/8,1010.7,1012.5,1008.7,30,26.1,27.7,70,5.5,50,14.8,45,80,3.1
2017/10/9,1009.2,1011,1007.4,32.5,27.5,29.7,54,0,79,12.6,61,68,2.6
2017/10/10,1009,1010.6,1007.3,32.9,26.9,29.5,53,0,77,11,69,70,2.5
2017/10/11,1009.1,1010.8,1007,32.5,24.5,28.4,55,1.5,72,11,35,75,2.7
2017/10/12,1008.3,1010.4,1006.4,26.6,24.5,25.6,77,63.5,72,8.8,7,87,1.7
2017/10/13,1005.4,1008.1,1002.6,26.4,24.4,25.5,72,20.5,65,11.5,41,81,2.8
2017/10/14,1001.8,1003.5,1000.3,27.7,24.9,26.2,82,74,49,11,42,89,2.5
2017/10/15,1004.3,1007.5,1000.8,26.8,25.4,26.1,85,25.5,48,8.8,41,92,0.8
2017/10/16,1007.5,1010.2,1005.4,32.8,24.7,28,59,0,28,8.2,87,80,1.3
2017/10/17,1010.5,1012.4,1008.8,28.4,24.3,26,72,2,10,8.2,50,84,1
2017/10/18,1010,1011.2,1008.6,26.6,23.1,24.7,77,4.5,354,6.6,45,86,0.9
2017/10/19,1008.5,1010.3,1007,25.1,22.3,23.6,83,6,341,4.9,96,89,0.5
2017/10/20,1008.3,1009.8,1007,23.8,21.7,22.7,76,2,81,7.1,27,85,0.8
2017/10/21,1008.3,1009.7,1007.1,24.3,20,21.8,46,0.5,22,11,347,68,1.7
2017/10/22,1009,1011.4,1007.4,23.5,19.1,21.3,43,0,25,7.7,31,54,1.3
2017/10/23,1013.4,1015.9,1010.7,24.9,18.8,21.5,49,0,11,6.6,48,64,0.9
2017/10/24,1016.8,1018.5,1015.3,24.8,20,21.9,59,0,66,8.2,68,70,1.1
2017/10/25,1016.2,1018.1,1014.6,26,20.9,22.9,45,0,78,10.4,87,62,1.7
2017/10/26,1012.9,1015.2,1010.9,26.1,19.5,22.8,46,0,56,8.8,352,62,1.3
2017/10/27,1010.1,1011.9,1008.4,25.5,20.2,22.6,55,0.5,1,8.8,26,69,1
2017/10/28,1011,1013.8,1008.4,23.5,20.5,21.5,59,1,10,8.2,32,73,1.1
2017/10/29,1017.2,1020.2,1013.2,24.1,19.7,21.9,45,0,61,8.8,83,63,1.5
2017/10/30,1020.6,1022.8,1019.2,22.2,18.6,20,48,0,46,9.9,62,62,2
2017/10/31,1017.2,1019.3,1015.2,23.5,18.5,21.1,53,0,58,9.3,87,68,2.2
2017/11/1,1013,1015.8,1010.6,27.2,20.3,23.5,58,0,53,10.4,61,78,1.6
2017/11/2,1010.7,1012,1008.5,28.6,21.6,24.7,63,0,4,4.9,14,79,0.6
2017/11/3,1014.3,1018.1,1010.6,24.5,20.5,22.3,68,4.5,14,9.3,39,84,0.9
2017/11/4,1020.3,1022,1017.4,23,17.8,19.9,57,0,78,9.9,99,74,2.4
2017/11/5,1017.4,1020.3,1014.9,21.9,18.4,20.5,68,0,78,11.5,101,77,2.8
2017/11/6,1012.5,1015.2,1010.6,28.4,21.4,25.4,56,0.5,64,9.3,39,71,2.2
2017/11/7,1011.8,1014.3,1009.5,30.5,23.1,26.4,54,0,70,7.1,89,75,1.1
2017/11/8,1014,1015.3,1012.4,25.7,22.5,23.6,70,0,73,9.3,117,79,1.6
2017/11/9,1013.3,1015.2,1011.4,25,21.7,23.3,73,0,77,10.4,86,81,2.7
2017/11/10,1010.9,1012.4,1008.7,31.2,23.6,26.6,51,0,52,7.7,64,71,1.7
2017/11/11,1013.5,1015.2,1011.2,25.2,20.3,22.3,73,0,79,7.7,70,80,1.7
2017/11/12,1012.3,1014,1010.8,24.2,20.4,21.7,69,1.5,77,9.3,80,83,2
2017/11/13,1010.4,1012.1,1007.5,24.8,20,22.6,80,27.5,10,4.9,105,91,0.5
2017/11/14,1011.7,1013.5,1008.8,24.9,21.5,22.8,75,3.5,76,7.1,74,86,1.2
2017/11/15,1013.3,1015.1,1011,25.2,20.9,23.3,64,0,77,8.8,93,77,1.7
2017/11/16,1011.1,1014.1,1007.5,28.7,21.9,25.2,63,0,75,9.9,88,77,1.6
2017/11/17,1007.6,1010.1,1005.1,29.3,23.5,25.4,64,0,50,6,53,78,0.5
2017/11/18,1012.1,1018.7,1004.8,24.6,16.6,21,70,2.5,75,12.6,345,80,1.6
2017/11/19,1017.3,1019.8,1014.9,19.2,16.3,17.6,72,16.5,75,12.1,80,84,2.3
2017/11/20,1016.5,1018,1013.6,20.2,16.8,18.8,81,12.5,77,7.1,100,90,1.4
2017/11/21,1013.8,1017.4,1010.4,23.9,17.3,21.1,76,5.5,77,10.4,34,87,1.3
2017/11/22,1013.4,1016.7,1011,22,17.1,19.3,82,0,4,8.8,10,89,1.3
2017/11/23,1018.5,1020.6,1016.3,18.5,15.6,17.1,61,1,35,8.8,82,73,1.6
2017/11/24,1020.4,1023,1018.7,18.9,17.5,18.2,61,0,62,8.8,102,68,2.2
2017/11/25,1018.6,1020.4,1016.4,19.5,17.1,18.2,82,21,3,7.1,74,93,0.7
2017/11/26,1017.8,1019.3,1016.5,21.8,18.9,20.1,79,1.5,4,6,324,89,0.5
2017/11/27,1015.8,1018.5,1013.5,23.5,19.1,21.5,72,0.5,74,11,95,83,2.2
2017/11/28,1013.4,1015.4,1011.5,30.1,21.9,25.6,50,0,78,8.8,89,70,1.7
2017/11/29,1013,1014.7,1010.7,29.4,22.3,24.5,64,0,8,6.6,326,81,0.9
2017/11/30,1015,1017.8,1012.9,25.3,19.7,22.6,69,0,80,8.8,120,78,1.5
2017/12/1,1018,1019.8,1016.4,20.8,18.9,19.6,73,0,77,9.9,85,80,2.5
